banner,banner_characters,n_characters,is_rerun_banner,views_best_mean_banner,top_views_character,top_views_value,revenue,meta_relevance_mean_banner,top_meta_character,top_meta_value,dominant_character,dominant_reason,comments_demo__sum,comments_demo__mean,comments_demo__max,comments_teaser__sum,comments_teaser__mean,comments_teaser__max,engagement_score_demo__sum,engagement_score_demo__mean,engagement_score_demo__max,engagement_score_teaser__sum,engagement_score_teaser__mean,engagement_score_teaser__max,like_ratio_demo__sum,like_ratio_demo__mean,like_ratio_demo__max,like_ratio_teaser__sum,like_ratio_teaser__mean,like_ratio_teaser__max,likes_demo__sum,likes_demo__mean,likes_demo__max,likes_teaser__sum,likes_teaser__mean,likes_teaser__max,views_demo__sum,views_demo__mean,views_demo__max,views_teaser__sum,views_teaser__mean,views_teaser__max,views_best__sum,views_best__mean,views_best__max,likes_best__sum,likes_best__mean,likes_best__max,comments_best__sum,comments_best__mean,comments_best__max,like_ratio_best__sum,like_ratio_best__mean,like_ratio_best__max,engagement_score_best__sum,engagement_score_best__mean,engagement_score_best__max,relevance_main_dps__sum,relevance_main_dps__mean,relevance_main_dps__max,relevance_sub-dps__sum,relevance_sub-dps__mean,relevance_sub-dps__max,relevance_support__sum,relevance_support__mean,relevance_support__max,meta_relevance_max__sum,meta_relevance_max__mean,meta_relevance_max__max,meta_relevance_mean__sum,meta_relevance_mean__mean,meta_relevance_mean__max
Ayato & Venti (2nd Rerun),"ayato, venti",2.0,1,5217395.0,ayato,5841472.0,22767455.0,2.1083333333333334,venti,2.216666666666667,venti,meta,18600.0,9300.0,9500.0,17300.0,8650.0,8900.0,0.0892207507256738,0.0446103753628369,0.0470140060587468,0.1382664221603762,0.0691332110801881,0.0819052233764265,0.08561330962537489,0.042806654812687445,0.0453877036472998,0.1332980758708002,0.0666490379354001,0.079530524749696,449900.0,224950.0,265131.0,472204.0,236102.0,298068.0,10434790.0,5217395.0,5841472.0,6986526.0,3493263.0,3747844.0,10434790.0,5217395.0,5841472.0,482837.0,241418.5,298068.0,18600.0,9300.0,9500.0,0.1332980758708002,0.0666490379354001,0.079530524749696,0.1382664221603762,0.0691332110801881,0.0819052233764265,4.85,2.425,2.85,2.85,2.85,2.85,0.95,0.95,0.95,4.85,2.425,2.85,4.216666666666667,2.1083333333333334,2.216666666666667
Ayaka (Rerun),ayaka,1.0,1,15822985.0,ayaka,15822985.0,35939066.0,2.5,ayaka,2.5,ayaka,meta,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,0.0184858925164878,0.0184858925164878,0.0184858925164878,0.0572560390632558,0.0572560390632558,0.0572560390632558,0.0174747053100284,0.0174747053100284,0.0174747053100284,0.0539125841166247,0.0539125841166247,0.0539125841166247,276502.0,276502.0,276502.0,257997.0,257997.0,257997.0,15822985.0,15822985.0,15822985.0,4785469.0,4785469.0,4785469.0,15822985.0,15822985.0,15822985.0,276502.0,276502.0,276502.0,16000.0,16000.0,16000.0,0.0539125841166247,0.0539125841166247,0.0539125841166247,0.0572560390632558,0.0572560390632558,0.0572560390632558,2.5,2.5,2.5,0.0,,,0.0,,,2.5,2.5,2.5,2.5,2.5,2.5
Yelan & Xiao (2nd Rerun),"yelan, xiao",2.0,1,10522751.5,xiao,14156109.0,32177144.0,3.25,yelan,4.0,yelan,meta,36000.0,18000.0,21000.0,6607.0,3303.5,5800.0,0.07620075820099151,0.038100379100495754,0.0480525573076528,0.071579097345852,0.035789548672926,0.0543890783168165,0.0725400400042049,0.03627002000210245,0.045875297595115,0.0681471055756405,0.03407355278782025,0.0517071776568097,693522.0,346761.0,377469.0,142679.0,71339.5,127120.0,21045503.0,10522751.5,14156109.0,8033300.0,4016650.0,7732394.0,21045503.0,10522751.5,14156109.0,693522.0,346761.0,377469.0,36000.0,18000.0,21000.0,0.0783719200658996,0.0391859600329498,0.0517071776568097,0.08253727921015519,0.041268639605077595,0.0543890783168165,2.5,2.5,2.5,4.0,4.0,4.0,0.0,,,6.5,3.25,4.0,6.5,3.25,4.0
Itto (Rerun),itto,1.0,1,8152775.0,itto,8152775.0,12586764.0,2.0,itto,2.0,itto,meta,12000.0,12000.0,12000.0,11000.0,11000.0,11000.0,0.0423010570020637,0.0423010570020637,0.0423010570020637,0.0664956919023087,0.0664956919023087,0.0664956919023087,0.0408291655295282,0.0408291655295282,0.0408291655295282,0.0642054795205044,0.0642054795205044,0.0642054795205044,332871.0,332871.0,332871.0,308382.0,308382.0,308382.0,8152775.0,8152775.0,8152775.0,4803048.0,4803048.0,4803048.0,8152775.0,8152775.0,8152775.0,332871.0,332871.0,332871.0,12000.0,12000.0,12000.0,0.0642054795205044,0.0642054795205044,0.0642054795205044,0.0664956919023087,0.0664956919023087,0.0664956919023087,2.0,2.0,2.0,0.0,,,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0
Kazuha & Klee (1st & 2nd Rerun),"kazuha, klee",2.0,1,16540157.5,kazuha,18832425.0,24808479.0,3.25,kazuha,4.0,kazuha,meta,38000.0,19000.0,23000.0,29400.0,14700.0,24000.0,0.0466920223416221,0.02334601117081105,0.0253456476713394,0.0665438085461867,0.03327190427309335,0.0583362230133354,0.044417937034894,0.022208968517447,0.0242928602059673,0.0626843015540528,0.0313421507770264,0.0549142335370937,725126.0,362563.0,379004.0,481040.0,240520.0,385139.0,33080315.0,16540157.5,18832425.0,19355827.0,9677913.5,12342363.0,33080315.0,16540157.5,18832425.0,731261.0,365630.5,385139.0,39000.0,19500.0,24000.0,0.07920709374306101,0.039603546871530504,0.0549142335370937,0.08368187068467481,0.041840935342337404,0.0583362230133354,2.5,2.5,2.5,0.0,,,4.0,4.0,4.0,6.5,3.25,4.0,6.5,3.25,4.0
Yoimiya (Rerun),yoimiya,1.0,1,12431567.0,yoimiya,12431567.0,14333266.0,2.0,yoimiya,2.0,yoimiya,meta,15000.0,15000.0,15000.0,11000.0,11000.0,11000.0,0.0241355735765249,0.0241355735765249,0.0241355735765249,0.0244330610830145,0.0244330610830145,0.0244330610830145,0.0229289678445203,0.0229289678445203,0.0229289678445203,0.02310642269063,0.02310642269063,0.02310642269063,285043.0,285043.0,285043.0,191590.0,191590.0,191590.0,12431567.0,12431567.0,12431567.0,8291634.0,8291634.0,8291634.0,12431567.0,12431567.0,12431567.0,285043.0,285043.0,285043.0,15000.0,15000.0,15000.0,0.02310642269063,0.02310642269063,0.02310642269063,0.0244330610830145,0.0244330610830145,0.0244330610830145,2.0,2.0,2.0,0.0,,,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0
Tighnari & Zhongli (3rd Rerun),"tighnari, zhongli",2.0,1,28483050.5,zhongli,35127330.0,19068372.0,2.4625,zhongli,3.5,zhongli,meta,68100.0,34050.0,60000.0,11800.0,5900.0,7100.0,0.0281762702287326,0.0140881351143663,0.0188337115288864,0.1252566984286053,0.06262834921430264,0.0895463587029991,0.0260972984869757,0.01304864924348785,0.0171256397796245,0.1203281845966685,0.06016409229833425,0.0864993380240285,797508.0,398754.0,601578.0,286061.0,143030.5,201556.0,56966101.0,28483050.5,35127330.0,4828161.0,2414080.5,2498016.0,56966101.0,28483050.5,35127330.0,803134.0,401567.0,601578.0,68100.0,34050.0,60000.0,0.1203281845966685,0.06016409229833425,0.0864993380240285,0.1252566984286053,0.06262834921430264,0.0895463587029991,1.9,1.9,1.9,0.95,0.95,0.95,3.5,3.5,3.5,5.4,2.7,3.5,4.925,2.4625,3.5
Ganyu & Kokomi (2nd Rerun),"ganyu, kokomi",2.0,1,9205996.5,kokomi,9907253.0,15681840.0,2.2,kokomi,2.45,kokomi,meta,28000.0,14000.0,14000.0,22600.0,11300.0,15000.0,0.0566574990837207,0.02832874954186035,0.0287962947720917,0.0678723895958884,0.0339361947979442,0.0375180752683289,0.0535982520903245,0.02679912604516225,0.0271501539141702,0.0642801687230644,0.0321400843615322,0.0356314681538832,492933.0,246466.5,262028.0,410953.0,205476.5,283298.0,18411993.0,9205996.5,9907253.0,12406655.0,6203327.5,7950781.0,18411993.0,9205996.5,9907253.0,514203.0,257101.5,283298.0,29000.0,14500.0,15000.0,0.0642801687230644,0.0321400843615322,0.0356314681538832,0.0678723895958884,0.0339361947979442,0.0375180752683289,2.0,2.0,2.0,3.8,1.9,1.9,3.0,3.0,3.0,5.0,2.5,3.0,4.4,2.2,2.45
Cyno & Venti (3rd Rerun),"cyno, venti",2.0,1,4059755.0,venti,4593318.0,19052023.0,2.1083333333333334,venti,2.216666666666667,venti,meta,15000.0,7500.0,9100.0,16000.0,8000.0,8400.0,0.10062358640441599,0.050311793202207994,0.058416841737489,0.1379086649968121,0.06895433249840605,0.0815474662128624,0.0969692546506374,0.0484846273253187,0.0567436486725623,0.1327574889294167,0.06637874446470834,0.0789899378083125,384858.0,192429.0,200089.0,408864.0,204432.0,234728.0,8119510.0,4059755.0,4593318.0,6210301.0,3105150.5,3238682.0,8119510.0,4059755.0,4593318.0,419497.0,209748.5,234728.0,16700.0,8350.0,9100.0,0.1327574889294167,0.06637874446470834,0.0789899378083125,0.1379086649968121,0.06895433249840605,0.0815474662128624,4.85,2.425,2.85,2.85,2.85,2.85,0.95,0.95,0.95,4.85,2.425,2.85,4.216666666666667,2.1083333333333334,2.216666666666667
Nilou & Albedo (2nd Rerun),"nilou, albedo",2.0,1,5690115.5,albedo,8203682.0,15731680.0,3.15,nilou,3.8,nilou,meta,17100.0,8550.0,13000.0,13100.0,6550.0,8400.0,0.0780813639624492,0.0390406819812246,0.0478182455236799,0.11370541768609421,0.056852708843047106,0.0736639599638703,0.07520600077787079,0.037603000388935395,0.0465275366443269,0.1097073459665296,0.0548536729832648,0.0715349568718331,383066.0,191533.0,235269.0,329476.0,164738.0,171555.0,11380231.0,5690115.5,8203682.0,6701823.0,3350911.5,4494217.0,11380231.0,5690115.5,8203682.0,393190.0,196595.0,235269.0,17700.0,8850.0,13000.0,0.1097073459665296,0.0548536729832648,0.0715349568718331,0.11370541768609421,0.056852708843047106,0.0736639599638703,0.0,,,6.3,3.15,3.8,3.8,3.8,3.8,6.3,3.15,3.8,6.3,3.15,3.8
Nahida & Yoimiya (2nd Rerun),"nahida, yoimiya",2.0,1,10356821.5,yoimiya,12431567.0,34017290.0,2.825,nahida,3.65,nahida,meta,28000.0,14000.0,15000.0,12900.0,6450.0,11000.0,0.0631151724114063,0.03155758620570315,0.0389795988348814,0.11442402081970901,0.057212010409854505,0.0899909597366945,0.0603389119213435,0.03016945596067175,0.0374099440768232,0.1091668331640956,0.0545834165820478,0.0860604104734656,594875.0,297437.5,309832.0,233191.0,116595.5,191590.0,20713643.0,10356821.5,12431567.0,8775027.0,4387513.5,8291634.0,20713643.0,10356821.5,12431567.0,594875.0,297437.5,309832.0,28000.0,14000.0,15000.0,0.1091668331640956,0.0545834165820478,0.0860604104734656,0.11442402081970901,0.057212010409854505,0.0899909597366945,2.0,2.0,2.0,3.5,3.5,3.5,3.8,3.8,3.8,5.8,2.9,3.8,5.65,2.825,3.65
Tartaglia & Yae Miko (3rd & 1st Rerun),"tartaglia, yae miko",2.0,1,3664495.0,yae miko,7167009.0,18437409.0,2.45,yae miko,3.0,yae miko,meta,10000.0,10000.0,10000.0,8546.0,4273.0,8000.0,0.0490309137326324,0.0490309137326324,0.0490309137326324,0.17113383081812777,0.08556691540906389,0.0956470203295448,0.0476356315444839,0.0476356315444839,0.0476356315444839,0.1658531851828025,0.08292659259140125,0.0922762546224557,341405.0,341405.0,341405.0,323142.0,161571.0,308195.0,7167009.0,7167009.0,7167009.0,4350726.0,2175363.0,4188745.0,7328990.0,3664495.0,7167009.0,356352.0,178176.0,341405.0,10546.0,5273.0,10000.0,0.1658531851828025,0.08292659259140125,0.0922762546224557,0.17113383081812777,0.08556691540906389,0.0956470203295448,1.9,1.9,1.9,3.0,3.0,3.0,0.0,,,4.9,2.45,3.0,4.9,2.45,3.0
Wanderer & Itto (2nd Rerun),"wanderer, itto",2.0,1,7996920.5,itto,8152775.0,27126505.0,2.0,wanderer,2.0,wanderer,meta,25000.0,12500.0,13000.0,24000.0,12000.0,13000.0,0.08977266354127661,0.044886331770638305,0.0474716065392129,0.1433412109438065,0.07167060547190325,0.0768455190414978,0.0866428342322275,0.04332141711611375,0.0458136687026993,0.1385978295582832,0.0692989147791416,0.0743923500377788,692099.0,346049.5,359228.0,702607.0,351303.5,394225.0,15993841.0,7996920.5,8152775.0,10102316.0,5051158.0,5299268.0,15993841.0,7996920.5,8152775.0,727096.0,363548.0,394225.0,25000.0,12500.0,13000.0,0.1385978295582832,0.0692989147791416,0.0743923500377788,0.1433412109438065,0.07167060547190325,0.0768455190414978,4.0,2.0,2.0,0.0,,,0.0,,,4.0,2.0,2.0,4.0,2.0,2.0
Shougun & Ayato (2nd & 1st Rerun),"raiden, ayato",2.0,1,13200219.0,raiden,20558966.0,37919130.0,2.7125,raiden,3.425,raiden,meta,39500.0,19750.0,30000.0,10000.0,5000.0,8900.0,0.0788502861518215,0.03942514307591075,0.0470140060587468,0.1458158249221369,0.07290791246106845,0.0819052233764265,0.0757647663847935,0.03788238319239675,0.0453877036472998,0.1415050280965057,0.07075251404825285,0.079530524749696,889652.0,444826.0,624521.0,333279.0,166639.5,298068.0,26400438.0,13200219.0,20558966.0,4315997.0,2157998.5,3747844.0,26400438.0,13200219.0,20558966.0,922589.0,461294.5,624521.0,39500.0,19750.0,30000.0,0.1415050280965057,0.07075251404825285,0.079530524749696,0.1458158249221369,0.07290791246106845,0.0819052233764265,4.85,2.425,2.85,4.0,4.0,4.0,0.0,,,6.0,3.0,4.0,5.425,2.7125,3.425
Alhaitham & Xiao (3rd Rerun),"alhaitham, xiao",2.0,1,13735117.0,xiao,14156109.0,18361860.0,2.75,alhaitham,3.0,alhaitham,meta,32000.0,16000.0,21000.0,11300.0,5650.0,5800.0,0.0535597093477057,0.02677985467385285,0.0281482008933387,0.0858298900848716,0.0429149450424358,0.0686398710558361,0.0512500606331564,0.0256250303165782,0.0266647424090899,0.0830017607032471,0.04150088035162355,0.0665618327844163,704801.0,352400.5,377469.0,303291.0,151645.5,176171.0,27470234.0,13735117.0,14156109.0,10379121.0,5189560.5,7732394.0,27470234.0,13735117.0,14156109.0,704801.0,352400.5,377469.0,32000.0,16000.0,21000.0,0.09322657519350619,0.046613287596753095,0.0665618327844163,0.0967880719491748,0.0483940359745874,0.0686398710558361,5.5,2.75,3.0,0.0,,,0.0,,,5.5,2.75,3.0,5.5,2.75,3.0
Hu Tao & Yelan (2nd & 1st Rerun),"hu tao, yelan",2.0,1,14110108.0,hu tao,21330822.0,46556153.0,3.25,yelan,4.0,yelan,meta,39000.0,19500.0,24000.0,23807.0,11903.5,23000.0,0.0705597537016783,0.03527987685083915,0.0480525573076528,0.0905140497656886,0.0452570248828443,0.0543890783168165,0.067257361539955,0.0336286807699775,0.045875297595115,0.0857832382176269,0.04289161910881345,0.0517071776568097,772150.0,386075.0,456097.0,398079.0,199039.5,382520.0,28220216.0,14110108.0,21330822.0,11526382.0,5763191.0,11225476.0,28220216.0,14110108.0,21330822.0,772150.0,386075.0,456097.0,39000.0,19500.0,24000.0,0.0857832382176269,0.04289161910881345,0.0517071776568097,0.0905140497656886,0.0452570248828443,0.0543890783168165,2.5,2.5,2.5,4.0,4.0,4.0,0.0,,,6.5,3.25,4.0,6.5,3.25,4.0
Dehya & Cyno (1st Rerun),"dehya, cyno",2.0,1,2804736.5,cyno,3526192.0,13198046.0,1.4083333333333334,cyno,2.0,cyno,meta,12700.0,6350.0,6800.0,12200.0,6100.0,7600.0,0.1203935985936212,0.0601967992968106,0.0619767568561322,0.1643491058492908,0.0821745529246454,0.0828016396364284,0.1154563235349548,0.0577281617674774,0.0587126748623925,0.159188979939274,0.079594489969637,0.0801990421309615,322404.0,161202.0,200089.0,376477.0,188238.5,234728.0,5609473.0,2804736.5,3526192.0,4739084.0,2369542.0,2971619.0,5609473.0,2804736.5,3526192.0,376477.0,188238.5,234728.0,14400.0,7200.0,7600.0,0.159188979939274,0.079594489969637,0.0801990421309615,0.1643491058492908,0.0821745529246454,0.0828016396364284,2.0,1.0,2.0,0.95,0.95,0.95,1.5,1.5,1.5,3.5,1.75,2.0,2.816666666666667,1.4083333333333334,2.0
Ayaka & Shenhe (2nd & 1st Rerun),"ayaka, shenhe",2.0,1,11317307.0,ayaka,15822985.0,35962024.0,3.0,shenhe,3.5,shenhe,meta,30000.0,15000.0,16000.0,27000.0,13500.0,16000.0,0.06995904233131181,0.034979521165655905,0.051473149814824,0.12091341974625469,0.060456709873127346,0.0636573806829989,0.06689254647548229,0.033446273237741145,0.0494178411654539,0.11530220785039161,0.057651103925195804,0.0613896237337669,613118.0,306559.0,336616.0,555774.0,277887.0,297777.0,22634614.0,11317307.0,15822985.0,9636077.0,4818038.5,4850608.0,22634614.0,11317307.0,15822985.0,613118.0,306559.0,336616.0,30000.0,15000.0,16000.0,0.11530220785039161,0.057651103925195804,0.0613896237337669,0.12091341974625469,0.060456709873127346,0.0636573806829989,2.5,2.5,2.5,0.0,,,3.5,3.5,3.5,6.0,3.0,3.5,6.0,3.0,3.5
Nahida & Nilou (1st Rerun),"nahida, nilou",2.0,1,5729312.5,nahida,8282076.0,28019235.0,3.7249999999999996,nilou,3.8,nilou,meta,17100.0,8550.0,13000.0,6600.0,3300.0,4700.0,0.0867978443585613,0.04339892217928065,0.0478182455236799,0.1636549197005648,0.0818274598502824,0.0899909597366945,0.08393748072115009,0.041968740360575046,0.0465275366443269,0.15759536734529872,0.07879768367264936,0.0860604104734656,457629.0,228814.5,309832.0,199522.0,99761.0,157921.0,11458625.0,5729312.5,8282076.0,2690999.0,1345499.5,2207606.0,11458625.0,5729312.5,8282076.0,467753.0,233876.5,309832.0,17700.0,8850.0,13000.0,0.15759536734529872,0.07879768367264936,0.0860604104734656,0.1636549197005648,0.0818274598502824,0.0899909597366945,0.0,,,7.3,3.65,3.8,7.6,3.8,3.8,7.6,3.8,3.8,7.449999999999999,3.7249999999999996,3.8
Baizhu & Ganyu (3rd Rerun),"baizhu, ganyu",2.0,1,5943820.0,ganyu,8504740.0,9108580.0,2.725,baizhu,3.5,baizhu,meta,18700.0,9350.0,14000.0,11400.0,5700.0,7600.0,0.06584025114088769,0.032920125570443846,0.037043956368796,0.11244570465954,0.05622285232977,0.0820913903319805,0.0628047697763003,0.03140238488815015,0.0356546158621301,0.1086830424517161,0.05434152122585805,0.0800343418825349,351521.0,175760.5,230905.0,275503.0,137751.5,147848.0,11887640.0,5943820.0,8504740.0,6303181.0,3151590.5,4455874.0,11887640.0,5943820.0,8504740.0,378753.0,189376.5,230905.0,18700.0,9350.0,14000.0,0.1086830424517161,0.05434152122585805,0.0800343418825349,0.11244570465954,0.05622285232977,0.0820913903319805,2.0,2.0,2.0,1.9,1.9,1.9,3.5,3.5,3.5,5.5,2.75,3.5,5.45,2.725,3.5
Yoimiya & Yae Miko (3rd & 2nd Rerun),"yoimiya, yae miko",2.0,1,9799288.0,yoimiya,12431567.0,9154188.0,2.5,yae miko,3.0,yae miko,meta,25000.0,12500.0,15000.0,19000.0,9500.0,11000.0,0.0731664873091573,0.03658324365457865,0.0490309137326324,0.0999198715715975,0.04995993578579875,0.075486810488583,0.0705645993890042,0.0352822996945021,0.0476356315444839,0.0966833532509768,0.0483416766254884,0.0735769305603468,626448.0,313224.0,341405.0,499785.0,249892.5,308195.0,19598576.0,9799288.0,12431567.0,12480379.0,6240189.5,8291634.0,19598576.0,9799288.0,12431567.0,626448.0,313224.0,341405.0,25000.0,12500.0,15000.0,0.0966833532509768,0.0483416766254884,0.0735769305603468,0.0999198715715975,0.04995993578579875,0.075486810488583,2.0,2.0,2.0,3.0,3.0,3.0,0.0,,,5.0,2.5,3.0,5.0,2.5,3.0
Alhaitham & Kazuha (1st & 2nd Rerun),"alhaitham, kazuha",2.0,1,16073275.0,kazuha,18832425.0,17459928.0,3.5,kazuha,4.0,kazuha,meta,34000.0,17000.0,23000.0,29500.0,14750.0,24000.0,0.0467578831246497,0.02337894156232485,0.025411508454367,0.1269760940691715,0.06348804703458576,0.0686398710558361,0.0447103950529932,0.0223551975264966,0.0245853182240665,0.12147606632151,0.060738033160755,0.0665618327844163,706336.0,353168.0,379004.0,561310.0,280655.0,385139.0,32146550.0,16073275.0,18832425.0,9660191.0,4830095.5,7013464.0,32146550.0,16073275.0,18832425.0,712471.0,356235.5,385139.0,35000.0,17500.0,24000.0,0.12147606632151,0.060738033160755,0.0665618327844163,0.1269760940691715,0.06348804703458576,0.0686398710558361,3.0,3.0,3.0,0.0,,,4.0,4.0,4.0,7.0,3.5,4.0,7.0,3.5,4.0
Eula & Klee (2nd & 3rd Rerun),"eula, klee",2.0,1,19704005.0,eula,25160120.0,6458188.0,2.0,klee,2.5,klee,meta,43000.0,21500.0,28000.0,19400.0,9700.0,14000.0,0.0411302703201979,0.02056513516009895,0.0253456476713394,0.0369113954640824,0.0184556977320412,0.0287038099312311,0.0389646105791769,0.01948230528958845,0.0242928602059673,0.0349456570014988,0.0174728285007494,0.0271755889845397,715265.0,357632.5,369143.0,344856.0,172428.0,248955.0,39408010.0,19704005.0,25160120.0,21503342.0,10751671.0,12342363.0,39408010.0,19704005.0,25160120.0,715265.0,357632.5,369143.0,43000.0,21500.0,28000.0,0.051468449190507,0.0257342245952535,0.0271755889845397,0.0540494576025705,0.02702472880128525,0.0287038099312311,4.0,2.0,2.5,0.0,,,0.0,,,4.0,2.0,2.5,4.0,2.0,2.5
Kokomi & Wanderer (3rd & 1st Rerun),"kokomi, wanderer",2.0,1,8874159.5,kokomi,9907253.0,9129631.0,2.225,kokomi,2.45,kokomi,meta,27000.0,13500.0,14000.0,28000.0,14000.0,15000.0,0.0753328108508419,0.03766640542542095,0.0474716065392129,0.1143635943098267,0.05718179715491335,0.0768455190414978,0.0722617668788536,0.0361308834394268,0.0458136687026993,0.110023818191662,0.055011909095831,0.0743923500377788,621256.0,310628.0,359228.0,677523.0,338761.5,394225.0,17748319.0,8874159.5,9907253.0,13250049.0,6625024.5,7950781.0,17748319.0,8874159.5,9907253.0,677523.0,338761.5,394225.0,28000.0,14000.0,15000.0,0.110023818191662,0.055011909095831,0.0743923500377788,0.1143635943098267,0.05718179715491335,0.0768455190414978,2.0,2.0,2.0,1.9,1.9,1.9,3.0,3.0,3.0,5.0,2.5,3.0,4.45,2.225,2.45
Lyney & Yelan (2nd Rerun),"lyney, yelan",2.0,1,4767666.5,yelan,6889394.0,11473539.0,3.25,yelan,4.0,yelan,meta,18800.0,9400.0,15000.0,4807.0,2403.5,4000.0,0.1056086838850228,0.0528043419425114,0.05755612657737,0.1112884020666247,0.05564420103331235,0.0568993237498082,0.1019952610561018,0.0509976305280509,0.0561199634609868,0.10709151917925319,0.053545759589626596,0.0553843415224435,464543.0,232271.5,316053.0,161790.0,80895.0,146231.0,9535333.0,4767666.5,6889394.0,2941201.0,1470600.5,2640295.0,9535333.0,4767666.5,6889394.0,464543.0,232271.5,316053.0,19000.0,9500.0,15000.0,0.1078271411177965,0.05391357055889825,0.0561199634609868,0.1119452048941865,0.05597260244709325,0.05755612657737,2.5,2.5,2.5,4.0,4.0,4.0,0.0,,,6.5,3.25,4.0,6.5,3.25,4.0
Zhongli & Tartaglia (4th Rerun),"zhongli, tartaglia",2.0,1,17644655.5,zhongli,35127330.0,9039617.0,2.7,zhongli,3.5,zhongli,meta,60000.0,60000.0,60000.0,5246.0,2623.0,4700.0,0.0188337115288864,0.0188337115288864,0.0188337115288864,0.131357360055151,0.0656786800275755,0.0956470203295448,0.0171256397796245,0.0171256397796245,0.0171256397796245,0.12610510119509571,0.06305255059754786,0.0922762546224557,601578.0,601578.0,601578.0,99452.0,49726.0,84505.0,35127330.0,35127330.0,35127330.0,2659997.0,1329998.5,2498016.0,35289311.0,17644655.5,35127330.0,616525.0,308262.5,601578.0,60546.0,30273.0,60000.0,0.12610510119509571,0.06305255059754786,0.0922762546224557,0.131357360055151,0.0656786800275755,0.0956470203295448,1.9,1.9,1.9,0.0,,,3.5,3.5,3.5,5.4,2.7,3.5,5.4,2.7,3.5
